accepted_step,backtracks,case,coefficients,forward_solves,gradient_norm,kind,loss,maximum_normal_step_m,relative_l2,seed,stage,stage_accepted_step
5,0,star,"[0.04521619561436688, 0.49269251825473925, 0.5056144981678867, 0.0005460127032998327, -0.000708652373041426, -0.0002025591408654287, -3.508852015918561e-05, 0.0, 0.0, 0.0, 0.0]",6,35.97112759726575,identity,0.06428272893220696,0.002,0.35856025695050747,,0,5
5,0,star,"[0.04521619561436688, 0.49269251825473925, 0.5056144981678867, 0.0005460127032998327, -0.000708652373041426, -0.0002025591408654287, -3.508852015918561e-05, 0.0, 0.0, 0.0, 0.0]",8,,identity,0.6128941168130155,0.0,0.7741124741472235,,1,0
6,0,star,"[0.045083934391620714, 0.4930651998902794, 0.5053498441670753, 0.0005064513820196825, -0.0007122454248387936, -0.00017766853866020012, 0.00013364881776249644, -0.0006372758184583836, -0.00032432769344744824, 0.0007896716593804592, -0.0002093470814672386]",10,184.33368753177302,identity,0.5321154204107141,0.002,0.7214461342859608,,1,1
7,0,star,"[0.044972234654656794, 0.49347986670342364, 0.5051029689869663, 0.00042952079985629575, -0.0007167800754456435, -0.0001439900209131636, 0.0002886983122116893, -0.0012233099659458386, -0.0006321902103672483, 0.0015707085412706282, -0.0003845484930043181]",12,173.10021359031697,identity,0.45966554190028275,0.002,0.6706823732658923,,1,2
8,0,star,"[0.04488783775594638, 0.49393253651830027, 0.5048683440798345, 0.00031801762536823384, -0.0007211365052514819, -0.00010811526304140034, 0.00042788539083840366, -0.001755881579313766, -0.0009253459833990436, 0.002354900614843975, -0.0005263980670231862]",14,160.63887879095796,identity,0.3949377286738099,0.002,0.6218130402435749,,1,3
9,0,star,"[0.044838265766211076, 0.49442291979200675, 0.5046377568396972, 0.00017430023018963524, -0.000724177147573633, -7.680377007081583e-05, 0.0005506552135775722, -0.002234119178102983, -0.001206731152302501, 0.00315928369445825, -0.0006360326296024062]",16,147.53451257504577,identity,0.33678323154533335,0.002,0.5743479369841284,,1,4
10,0,star,"[0.044833904849488335, 0.49495255627477536, 0.5044012381950869, 3.770692746715297e-08, -0.0007246595716141072, -5.721644059987451e-05, 0.0006565725085715274, -0.0026539933565830004, -0.0014784291977242273, 0.0040035474706655305, -0.0007131691920293922]",18,134.17306219860725,identity,0.2839686423690138,0.002,0.527527137891424,,1,5
11,0,star,"[0.04489015461908469, 0.4955262664321452, 0.5041452021970823, -0.0002043786955860051, -0.0007210913505710126, -5.701630272182463e-05, 0.0007451892538802982, -0.003007799341431714, -0.00174194850859744, 0.004914439996182596, -0.0007556358141783997]",20,120.82665788541372,identity,0.23503187801042077,0.002,0.4800551215642106,,1,6
12,0,star,"[0.045032032284904586, 0.4961525491586175, 0.5038497512399404, -0.0004397350894114455, -0.0007113271076812902, -8.45428591654304e-05, 0.0008155126996633142, -0.0032804985421792045, -0.001997262180144864, 0.005929689934021948, -0.0007580091598104408]",22,107.56399804541273,identity,0.18833474959995186,0.002,0.4298599559841678,,1,7
13,0,star,"[0.04530066310126394, 0.49683563514248014, 0.5034870887344758, -0.0007030425783820721, -0.0006916230826674138, -0.00014759094736694278, 0.0008647647654987829, -0.003440757841362477, -0.00223799434272963, 0.007091289930190696, -0.0007100071664893823]",24,94.09735318238931,identity,0.14270606322873533,0.002,0.3743248733911336,,1,8
14,0,star,"[0.045658900432235354, 0.4974025189053912, 0.5031232968367917, -0.0009148536213337134, -0.0006622801085834919, -0.0002247784930044898, 0.0008828454913478287, -0.0034360301315571845, -0.002399882928301514, 0.008135787241399827, -0.0006226354737191161]",26,79.69864739875638,identity,0.10717338859421666,0.002,0.32452016550656565,,1,9
15,0,star,"[0.046097695773327986, 0.4978897006403051, 0.5027488369951093, -0.0010680632733065954, -0.0006193794672959359, -0.00029788060099203016, 0.000879842140905937, -0.003317185487896421, -0.002501774246988166, 0.00909892050486366, -0.0005134893453065598]",28,67.01040325435436,identity,0.07837654441181588,0.002,0.27763616159263466,,1,10
0,0,star,"[0.045, 0.485, 0.51, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,,sobolev,0.2096818648316201,0.0,0.6475829905604689,,0,0
1,0,star,"[0.04495194106085477, 0.48662545712968913, 0.5091301259406189, 0.0001251031867817838, -0.00016106419719017412, -2.255581241544318e-05, -2.988598072324201e-06, 0.0, 0.0, 0.0, 0.0]",2,56.1103725130271,sobolev,0.17234284522829552,0.002,0.587099387205089,,0,1
2,0,star,"[0.04495111510532218, 0.48822550605840354, 0.5082481424906198, 0.00023003487255421372, -0.0002979827486006871, -4.486585030098861e-05, -6.059855135514117e-06, 0.0, 0.0, 0.0, 0.0]",3,51.12514054107256,sobolev,0.1390112922716572,0.002,0.5272784696375479,,0,2
3,0,star,"[0.04499936695091421, 0.48979744564238875, 0.507353708497729, 0.00031571429783820254, -0.0004102365547902703, -6.699320138588938e-05, -9.128776998228426e-06, 0.0, 0.0, 0.0, 0.0]",4,46.00542339639457,sobolev,0.10961661329553815,0.002,0.46822347932485864,,0,3
4,0,star,"[0.04509946422826049, 0.49133778830425756, 0.5064464129011336, 0.0003829951920032176, -0.0004970082092408553, -8.89940811460692e-05, -1.2059084496988465e-05, 0.0, 0.0, 0.0, 0.0]",5,40.778336309535746,sobolev,0.08408478779661996,0.002,0.4100848395067049,,0,4
5,0,star,"[0.045255569963695695, 0.4928417427931387, 0.505525892924731, 0.0004326670127446021, -0.0005570657380817112, -0.00011090918906849956, -1.4668301944670455e-05, 0.0, 0.0, 0.0, 0.0]",6,35.473531546033506,sobolev,0.06233808716279229,0.002,0.35309513495031986,,0,5
5,0,star,"[0.045255569963695695, 0.4928417427931387, 0.505525892924731, 0.0004326670127446021, -0.0005570657380817112, -0.00011090918906849956, -1.4668301944670455e-05, 0.0, 0.0, 0.0, 0.0]",8,,sobolev,0.6084512994404682,0.0,0.7712476248435917,,1,0
6,0,star,"[0.04496334458373291, 0.49356430407620583, 0.5050046583482, 0.0003798531187063519, -0.0005615954812079561, -8.951901136500907e-05, 0.00015755539995610185, -0.0004754908327393202, -0.0002496958137085536, 0.00044412709392143264, -0.00010806257550857687]",10,185.32838692308246,sobolev,0.537852784891394,0.002,0.7250729092504844,,1,1
7,0,star,"[0.04471977267084543, 0.49428530435944357, 0.5045307468931589, 0.0002845844850216532, -0.0005727793868124042, -6.830344478491272e-05, 0.00031450708348843107, -0.0009171539384434487, -0.0004935319388946038, 0.0009319957930877722, -0.00019443730101024944]",12,177.5582974411646,sobolev,0.4737538090251205,0.002,0.6804590410731494,,1,2
8,0,star,"[0.044539198244794416, 0.4950024308920236, 0.5040901670224731, 0.00014594417422031836, -0.0005947326636678229, -5.23607749564126e-05, 0.00045549387099183016, -0.0013261396194292527, -0.0007321057169652246, 0.0014805467368629655, -0.00026148233458654597]",14,167.89087600179695,sobolev,0.4152477847110083,0.002,0.6370316417294086,,1,3
9,0,star,"[0.044443285985717784, 0.49571360777548035, 0.5036677908353984, -4.0038305221767537e-05, -0.0006330844999112821, -4.837251811803274e-05, 0.0005803437469641115, -0.0017007654023444615, -0.0009654630998936636, 0.002116586262049738, -0.00031037908956181603]",16,157.08115034994466,sobolev,0.36065610485792327,0.002,0.593665950970439,,1,4
10,0,star,"[0.04446905206844505, 0.4964167692320971, 0.5032454219221938, -0.00028380189630209345, -0.0006965818333181027, -6.573730010519879e-05, 0.0006892859803112888, -0.0020344827049577066, -0.0011919792681727493, 0.0028848389263891566, -0.0003406986006834172]",18,145.71367514250906,sobolev,0.3071962496602589,0.002,0.5478989252674135,,1,5
11,0,star,"[0.04468704952229555, 0.49711049732555274, 0.5027974475401001, -0.000608762060476876, -0.0007996268814675427, -0.00011939205005196503, 0.0007834461944256793, -0.0023112861805844867, -0.001405734649451904, 0.0038664677051944807, -0.0003493747908926419]",20,133.9790954429691,sobolev,0.2502993079482263,0.002,0.49457915906209754,,1,6
12,0,star,"[0.045062853838538225, 0.49756941809953137, 0.5024533353902517, -0.0009128980589318712, -0.0009097054013416347, -0.00019771775037880513, 0.0008387305026125489, -0.0024328677460246882, -0.0015280442288806092, 0.004774159500234959, -0.000335004044881441]",22,121.11751004488228,sobolev,0.2039724002398091,0.002,0.44650377968857263,,1,7
13,0,star,"[0.04552602492644146, 0.49792468983472704, 0.5021657952242161, -0.0011930249524326692, -0.001009779583722057, -0.00028770733984296475, 0.0008759442677055814, -0.0024708021243654713, -0.0015934491373823588, 0.0056291005721267285, -0.0003102404455314441]",24,109.92865554250672,sobolev,0.16390502676947533,0.002,0.40029918375874346,,1,8
14,0,star,"[0.04605158316597839, 0.4982275963614765, 0.5019107828331864, -0.001442788018425797, -0.0010883507046528117, -0.0003802976613766295, 0.0009012069514810957, -0.0024560042577778385, -0.0016227316312367418, 0.00646068375377148, -0.0002789210500881478]",26,98.79058596675344,sobolev,0.12846237961269757,0.002,0.35444294741253407,,1,9
15,0,star,"[0.0466376190083849, 0.4984962652700504, 0.5016777317588393, -0.0016461803898327194, -0.0011320148755814166, -0.0004649948085061653, 0.000912971507824927, -0.002400225635245544, -0.0016268116801580364, 0.007299102120768799, -0.00024180711942457502]",28,86.99823257769579,sobolev,0.09693056576366857,0.002,0.3079570389003787,,1,10
0,0,star,"[0.045, 0.485, 0.51, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,,neural,0.2096818648316201,0.0,0.6475829905604689,0,0,0
1,0,star,"[0.04491361136462195, 0.48645156286146063, 0.5090369793882896, -2.5977823694317386e-05, -1.5291528834560988e-05, -0.0002693467865816697, -4.2609029433052124e-05, 0.0, 0.0, 0.0, 0.0]",2,56.1103725130271,neural,0.17480568151638268,0.002,0.59127942889362,0,0,1
2,0,star,"[0.04499536863289947, 0.48787241448115126, 0.5080961753884259, -4.1297133809363195e-05, -3.3737303826845185e-05, -0.0005392343954161846, -8.699330450045676e-05, 0.0, 0.0, 0.0, 0.0]",3,51.456014533956214,neural,0.14356258930735138,0.002,0.5358406279993174,0,0,2
3,0,star,"[0.04521779006662447, 0.4891809610895309, 0.5072300940379316, -4.51404849217379e-05, -5.3806761188599124e-05, -0.0007932767549555593, -0.00013021088394721232, 0.0, 0.0, 0.0, 0.0]",4,46.804211818568255,neural,0.11717380843751418,0.002,0.4840946362799617,0,0,3
4,0,star,"[0.045546206182892186, 0.4904045972508612, 0.5064195178852982, -3.967263084229811e-05, -7.509137053247848e-05, -0.0010352475174928754, -0.00017252087845158373, 0.0, 0.0, 0.0, 0.0]",5,42.411037663348814,neural,0.09453487830578988,0.002,0.4348215227096973,0,0,4
5,0,star,"[0.04595560269795231, 0.49156313514502187, 0.5056506655861411, -2.684787372424481e-05, -9.7289076666437e-05, -0.0012678272126693151, -0.0002141068920360435, 0.0, 0.0, 0.0, 0.0]",6,38.17870795114844,neural,0.07497002781178183,0.002,0.3872209390303728,0,0,5
5,0,star,"[0.04595560269795231, 0.49156313514502187, 0.5056506655861411, -2.684787372424481e-05, -9.7289076666437e-05, -0.0012678272126693151, -0.0002141068920360435, 0.0, 0.0, 0.0, 0.0]",8,,neural,0.6520888597790452,0.0,0.7987132497543785,0,1,0
6,0,star,"[0.04504383523358848, 0.4919796705644388, 0.5052035324585259, -0.0003628016307570125, -8.630650168762221e-05, -0.0013933440953382641, -0.00025044007283408457, -0.0003924582502211066, -2.4198757951936567e-05, 5.1759093396428575e-05, 2.190743461321857e-05]",10,180.19796446465503,neural,0.6018248590341444,0.002,0.7673366567312447,0,1,1
7,0,star,"[0.04420786071827115, 0.49238910466856733, 0.5047691707937451, -0.0007434957334305639, -7.726706078581534e-05, -0.0015271683302413375, -0.0002775192843813008, -0.0008253272950487755, -4.739677792944537e-05, 0.00011744556923851732, 5.063760348126283e-05]",12,177.91283970502028,neural,0.5557870059239474,0.002,0.7374548397108911,0,1,2
8,0,star,"[0.04350356479638736, 0.4928008788270444, 0.5042986564536801, -0.00117757982097095, -7.1977212754398e-05, -0.0016829365025951685, -0.0002979141835700301, -0.0013343993399760744, -6.922515096084131e-05, 0.00021010266832815873, 9.355648799133488e-05]",14,172.75031805358398,neural,0.5126817307969449,0.002,0.7083411361382554,0,1,3
9,0,star,"[0.043035713581940284, 0.4932204809741995, 0.5037109345030499, -0.0016933867362492721, -7.372446011543343e-05, -0.0018854237727727952, -0.00031417235613913656, -0.001985249476844162, -8.876379985944744e-05, 0.00035840888315409716, 0.00016455700557504557]",16,165.206429577058,neural,0.4686393447192361,0.002,0.6772844295026136,0,1,4
10,0,star,"[0.043042256447250744, 0.49356482619445174, 0.5029722119045628, -0.0022721405124194257, -8.732297295052016e-05, -0.0021409884663550517, -0.00032945075103589505, -0.002769197034801742, -0.00010096914991176807, 0.0005927337423577071, 0.00027302571490752064]",18,156.03097325317236,neural,0.4222187122036569,0.002,0.6428956151474101,0,1,5
11,0,star,"[0.04338716066649155, 0.49370673161876855, 0.5023329924075293, -0.0027761091446949207, -0.00010552022851381282, -0.002364257884488811, -0.00034822109970666877, -0.003402742635164148, -0.0001032009643744086, 0.0008418401483393158, 0.0003714423515689293]",20,147.5969700063834,neural,0.3846212573223332,0.002,0.6136463094847366,0,1,6
12,0,star,"[0.04379072547798481, 0.4937782300998337, 0.501741254860186, -0.003347050281754751, -0.00012461438313134064, -0.002591622400169468, -0.0003766264841890373, -0.003993954274067774, -0.00010233463345198469, 0.0011141782685265681, 0.0004554479651467648]",22,142.26678318198591,neural,0.3484361471738531,0.002,0.5841655000948107,0,1,7
13,0,star,"[0.044219735480820456, 0.49381406303684816, 0.5012128062111868, -0.0040025876778405165, -0.00014412944238246218, -0.0028343648619349477, -0.00041453866944951134, -0.004564226407590874, -9.940273482175689e-05, 0.001409667787622889, 0.0005205055610960457]",24,136.91319189216898,neural,0.3126947763394266,0.002,0.5535623351426993,0,1,8
14,0,star,"[0.04466775535397893, 0.4938315994637469, 0.5007634799851199, -0.00473928180059643, -0.00016387016242634775, -0.00310120442033745, -0.000460417297674792, -0.005124446516105069, -9.479323082238711e-05, 0.0017306691082597493, 0.0005638052550217743]",26,130.67473586111188,neural,0.2773754508029806,0.002,0.5216146247013442,0,1,9
15,0,star,"[0.045129100077169276, 0.4938362419265568, 0.5004021114526559, -0.005545515997570545, -0.0001835308168484213, -0.0034007454017938935, -0.0005115315186304283, -0.0056825827963540385, -8.878182709702194e-05, 0.002084668657164267, 0.0005844383110978725]",28,122.89321987815677,neural,0.24291990934207364,0.002,0.48849771278939136,0,1,10
0,0,star,"[0.045, 0.485, 0.51, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,,neural,0.2096818648316201,0.0,0.6475829905604689,1,0,0
1,0,star,"[0.044933710636525244, 0.48623531701759787, 0.5088408070448853, 0.0003873277809159723, -3.093466072599881e-05, -7.359286245326039e-05, 0.00016082904919019234, 0.0, 0.0, 0.0, 0.0]",2,56.1103725130271,neural,0.17615981214102283,0.002,0.5935651811570871,1,0,1
2,0,star,"[0.044932654820183875, 0.4875345425064087, 0.5076355502436949, 0.0007841481910948838, -6.282677647816051e-05, -0.0001523125156270626, 0.0003312658643114437, 0.0, 0.0, 0.0, 0.0]",3,51.778114385684546,neural,0.14431048614213687,0.002,0.5372345598379481,1,0,2
3,0,star,"[0.045010939723674565, 0.4889167362484368, 0.5063755266605393, 0.0011921419551637479, -9.603297274668834e-05, -0.00023722051973857394, 0.0005140568626198854, 0.0, 0.0, 0.0, 0.0]",4,47.121987274389774,neural,0.11424695262384049,0.002,0.47801036102544997,1,0,3
4,0,star,"[0.04517450348485679, 0.49028037924648515, 0.5051648866601708, 0.0015760071551958236, -0.00012802981066948715, -0.00032172449810229873, 0.0006960404112392119, 0.0, 0.0, 0.0, 0.0]",5,42.07773043813606,neural,0.08842496761553875,0.002,0.42053529605858,1,0,4
5,0,star,"[0.04541961258192399, 0.4916077240860828, 0.5040291727687025, 0.0019262416805201897, -0.00015843384261185017, -0.0004040072308303998, 0.0008749559774164899, 0.0, 0.0, 0.0, 0.0]",6,37.037618700501895,neural,0.06691338017796913,0.002,0.36582340050349205,1,0,5
5,0,star,"[0.04541961258192399, 0.4916077240860828, 0.5040291727687025, 0.0019262416805201897, -0.00015843384261185017, -0.0004040072308303998, 0.0008749559774164899, 0.0, 0.0, 0.0, 0.0]",8,,neural,0.6194024749914905,0.0,0.7782823074414289,1,1,0
6,0,star,"[0.04465053342892807, 0.49240808274447584, 0.5039215517087583, 0.002325560471381749, -0.00016735081136911502, -0.0005219229901640959, 0.0009080182560398833, -0.0006658657873619694, 2.394039528543848e-05, 1.0645812502881137e-05, 1.7621172312941554e-05]",10,161.97185155203027,neural,0.5724062680891226,0.002,0.7481203765147251,1,1,1
7,0,star,"[0.043884802432279026, 0.49313687540876483, 0.5037767307341448, 0.00249926532244859, -0.00016076227816360421, -0.0007134653985927041, 0.0009488369407470255, -0.0014254850532374695, 4.0703049735984347e-05, 0.00013542924923692424, 5.231749984841566e-05]",12,156.8135981011094,neural,0.5301361445667443,0.002,0.7199593356381586,1,1,2
8,0,star,"[0.043435550331859786, 0.4936077412249905, 0.5035741558875769, 0.0021908892305228756, -0.00012611791229051556, -0.001008981189005442, 0.0010037071321805317, -0.002196862975285223, 3.798239842909992e-05, 0.0004483149088125792, 0.00012665505637620022]",14,150.29379796880997,neural,0.4904981041137043,0.002,0.6925562932130289,1,1,3
9,0,star,"[0.043551651850220384, 0.4937470687564548, 0.5032654495093101, 0.001242417860544022, -5.970413592786663e-05, -0.0014204206387025183, 0.001093799891725172, -0.0028631275760483063, 7.922586196010979e-06, 0.0009699078332807908, 0.0002776168783872686]",16,144.4199385145057,neural,0.44390249225700396,0.002,0.658914567394946,1,1,4
10,0,star,"[0.04389382722684286, 0.4938020031345334, 0.5029880755776575, 0.00029530036192694726, -4.4752069276429965e-06, -0.001765321920407342, 0.0011998433193099063, -0.003237659797415395, -2.4225306071909983e-05, 0.0014014238365132026, 0.0004449699413153818]",18,140.4345896147858,neural,0.40513027885018127,0.002,0.6295466687045003,1,1,5
11,0,star,"[0.04427313738734375, 0.4939136584112181, 0.5027390707372131, -0.0006256630863125563, 4.619077085891562e-05, -0.002113500839663849, 0.0013198609880591705, -0.0035560178027141047, -5.5672742604908736e-05, 0.0018100113150122292, 0.0006217483392898492]",20,138.6877284138766,neural,0.3667087869553295,0.002,0.5990260469977073,1,1,6
12,0,star,"[0.044682519530113166, 0.49405206950884784, 0.5025256645003232, -0.0015206799186382883, 9.524945709984671e-05, -0.0024757970965044646, 0.0014428340967956163, -0.0038432232744701976, -8.70355399244008e-05, 0.002216119765212819, 0.0007965477199194405]",22,136.70530588458215,neural,0.3284090750314961,0.002,0.5669853823202682,1,1,7
13,0,star,"[0.045107718699859016, 0.49420953031553483, 0.5023518784430524, -0.0024001146743033684, 0.00014433390367684664, -0.0028588342119464836, 0.0015643634522163209, -0.004114271288182623, -0.0001185795389390076, 0.0026312125563338847, 0.0009641470355907683]",24,133.63426677456073,neural,0.29027198685707306,0.002,0.533196921860664,1,1,8
14,0,star,"[0.04552974122860688, 0.4943814641301146, 0.5022187106612669, -0.003277377299674012, 0.00019474727301682567, -0.003268845855562121, 0.001681903413053673, -0.004377774523762425, -0.00015048872904915186, 0.0030651790252591003, 0.0011213167655909173]",26,128.69212489394775,neural,0.2526959722775932,0.002,0.49770381457113455,1,1,9
15,0,star,"[0.04592359147552358, 0.4945639292343907, 0.5021258331458109, -0.004168022676623123, 0.00024788742092803957, -0.003714314962539293, 0.0017928571468177176, -0.004639684700493414, -0.00018290212047650017, 0.0035298500671419775, 0.0012646807667649716]",28,121.099673032095,neural,0.21639500611124568,0.002,0.4608778851986436,1,1,10
0,0,star,"[0.045, 0.485, 0.51, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,,neural,0.2096818648316201,0.0,0.6475829905604689,2,0,0
1,0,star,"[0.045067664840032114, 0.4863931026090907, 0.5092613337461663, 0.00022190267858843816, -3.128169531285564e-05, 5.2582887103205136e-05, -0.00017639424793679115, 0.0, 0.0, 0.0, 0.0]",2,56.1103725130271,neural,0.17760323801922492,0.002,0.5959920100458141,2,0,1
2,0,star,"[0.045222589201962364, 0.48773816946817883, 0.5085482694602852, 0.00041050781192717095, -6.230379248516971e-05, 0.00010124069299553052, -0.0003441052091610375, 0.0, 0.0, 0.0, 0.0]",3,51.96191285343077,neural,0.1490291890811509,0.002,0.5459472301993131,2,0,2
3,0,star,"[0.04545334859215446, 0.489040779855537, 0.507855390914275, 0.0005695048670174003, -9.317097521782235e-05, 0.0001460187191424801, -0.0005044550466309014, 0.0, 0.0, 0.0, 0.0]",4,47.82616779927819,neural,0.12354161604893882,0.002,0.4970746745690004,2,0,3
4,0,star,"[0.045750035869285964, 0.49030564945270366, 0.5071774403462607, 0.0007017556895917579, -0.00012399359710831034, 0.00018684532647616982, -0.0006586195247092393, 0.0, 0.0, 0.0, 0.0]",5,43.68757440847001,neural,0.10083721210834574,0.002,0.4490817567177401,2,0,4
5,0,star,"[0.04610395032898921, 0.491536700028564, 0.5065091373725658, 0.0008094198730096003, -0.00015489121309093305, 0.0002235248464577638, -0.00080766843774907, 0.0, 0.0, 0.0, 0.0]",6,39.53323253030159,neural,0.0807020430071402,0.002,0.401751273817869,2,0,5
5,0,star,"[0.04610395032898921, 0.491536700028564, 0.5065091373725658, 0.0008094198730096003, -0.00015489121309093305, 0.0002235248464577638, -0.00080766843774907, 0.0, 0.0, 0.0, 0.0]",8,,neural,0.6767988443103161,0.0,0.8138056824998011,2,1,0
6,0,star,"[0.04519170309115159, 0.4918510954324082, 0.5059714116058551, 0.0011131828378574214, -0.0001598641138846032, 8.123379448797796e-05, -0.0009719668566437925, -0.0003437088173104656, 2.1058083544181797e-05, 6.29566310901635e-05, 9.782320997276569e-06]",10,183.10862071188552,neural,0.6324136607184598,0.002,0.7866592527788447,2,1,1
7,0,star,"[0.04431168236444387, 0.4921749338871552, 0.5054189684913029, 0.001386736287951011, -0.00016506702604750372, -8.716365927746454e-05, -0.0011316790732584935, -0.0007102196854089765, 4.270334094063588e-05, 0.00015164781974047437, 3.126737207938232e-05]",12,177.9615607697252,neural,0.5930829582772024,0.002,0.7618102021837614,2,1,2
8,0,star,"[0.04351352058250071, 0.4925564646630138, 0.5048204244993398, 0.001600453470167061, -0.0001716337506652497, -0.0003051975338092326, -0.0012899030279631394, -0.001126562317438273, 6.643933669692924e-05, 0.00027907246511614406, 7.352294147278753e-05]",14,170.32860316298178,neural,0.5579811459818648,0.002,0.738914711821773,2,1,3
9,0,star,"[0.04292786738229035, 0.49309022783409917, 0.5040991424996604, 0.001657960818065557, -0.00018213198237031206, -0.0006439019944529119, -0.0014482600813866108, -0.0016497054532186425, 9.571021781711037e-05, 0.0004973453489495457, 0.0001649416616357568]",16,161.31904089117702,neural,0.5221396055355362,0.002,0.7147226081359349,2,1,4
10,0,star,"[0.043042433092178874, 0.4936259997949841, 0.5034696701048226, 0.0013284206430714542, -0.000195415306897823, -0.0010815277112269938, -0.0015257900088512964, -0.0020877985334517113, 0.00012197644422008851, 0.0008243205545207975, 0.0003166991287116164]",18,152.5712955477003,neural,0.4867879162897575,0.002,0.6899628486754633,2,1,5
11,0,star,"[0.0434226285978097, 0.4939604092204746, 0.5030244636284181, 0.0008116315411337705, -0.00020622675569558806, -0.001505091652016411, -0.001534750504694105, -0.002314664882473635, 0.00014078706733577687, 0.001185355718013322, 0.00047277313130556495]",20,149.5963303802534,neural,0.45506128841363414,0.002,0.6669993151948275,2,1,6
12,0,star,"[0.043826959561610986, 0.4942356349342682, 0.5026348862613554, 0.00021624127386496049, -0.00021603752000311832, -0.0019340282173747059, -0.0015231963750163037, -0.0024560254428055654, 0.0001582317498790164, 0.0015607410031129741, 0.0006275188621549372]",22,149.42776146298647,neural,0.42250836738602204,0.002,0.6426350229687856,2,1,7
13,0,star,"[0.04423500496275743, 0.49448886948418297, 0.5022824184699151, -0.0004270049812397673, -0.000225184248952251, -0.0023670170079423043, -0.0015010656603939424, -0.0025482788233797604, 0.00017533349065816775, 0.0019392762290549163, 0.0007785878802470172]",24,149.31168888759908,neural,0.3886863973461651,0.002,0.6163441453567515,2,1,8
14,0,star,"[0.04463862385012418, 0.49473224437581725, 0.5019579941037385, -0.0011018473175526174, -0.0002337204190731588, -0.002804880248456305, -0.0014727544760482236, -0.0026099363538758264, 0.0001924634292424309, 0.0023192872407848154, 0.0009256769204513233]",26,148.5175644898725,neural,0.3537770552935926,0.002,0.5880166584941798,2,1,9
15,0,star,"[0.045030073186101194, 0.4949712135511362, 0.5016554438292444, -0.0017993148631410148, -0.0002416074992478511, -0.003249534686355463, -0.0014405920946250947, -0.0026523606445261303, 0.00020983459512749565, 0.0027021649731299204, 0.0010691369665509073]",28,146.41756877712544,neural,0.3182867035767403,0.002,0.557785011261573,2,1,10
